epoch,train_loss,train_ce,train_reg,train_acc,val_loss,val_acc,best_acc,class_cos,logits_cell_norm,stage_lb,evidence_lb,operator_lb,register_diversity,global_diversity,memory_diversity,operator_entropy_per_block,block_diversity,route_diversity,adapter_diversity,phase_role,global_skip_penalty,late_write,late_dyn_gate,weak_class_late_read,role_diversity,role_anchor,category_diversity,category_entropy,signal_op_bias_norm,lr,current_late_gate_floor,speed_data_ms,speed_forward_ms,speed_backward_ms,speed_optimizer_ms
1,2.2458045867181595,2.1652978210039038,6.940310134767412e-07,0.17943548387096775,2.0275371837615968,0.236,0.236,0.879278838634491,2.6183642148971558,0.0081573425559327,0.00018823527534550522,0.1579425074160099,1.5546875,0.84765625,0.70703125,0.0,0.9808904379606247,0.9996751248836517,2.800413767545251e-06,0.26544367894530296,0.0,0.0,0.0,0.0,0.0,0.008610897813923657,0.9987004846334457,0.3482336774468422,1.7457989901304245,0.00023333333333333333,0.25,13.262963408613027,187.32373307526964,337.9536733652937,13.328348763220724
2,2.0601182804312757,1.9859988330512919,6.549105242439871e-07,0.2630208333333333,1.7925440731048583,0.339,0.339,0.743617057800293,3.008257657289505,0.012180447694845498,0.001243287420948036,0.15442944318056107,1.326171875,0.6787109375,0.64794921875,0.03109230799600482,0.9749818816781044,0.9993908628821373,6.999887318670517e-06,0.17559636197984219,0.0,0.0,0.0,0.0,0.0,0.007732035999651998,0.9989441335201263,0.19772319681942463,2.8442014157772064,0.00046666666666666666,0.25,11.513926290580878,177.55827246231004,329.6355106987551,12.371608698837614
3,1.909077912248591,1.8468221195282475,6.595744094073614e-07,0.3112399193548387,1.8615347394943238,0.3165,0.339,0.6077309250831604,4.081983715295792,0.016701086657121778,0.003637880930909887,0.16177888959646225,0.76513671875,0.337646484375,0.427490234375,0.03932106867432594,0.9672847837209702,0.9999593943357468,1.2823693396057934e-05,0.1516903080046177,0.0,0.0,0.0,0.0,0.00043451456804177724,0.006006972107570618,0.999797448515892,0.11108347866684198,3.492214024066925,0.0007,0.25,11.871486902236938,180.21994681694977,335.5675262478975,12.370615107287723
4,1.7737564489405642,1.7209832001757879,6.68847907715928e-07,0.364247311827957,1.5997398233413695,0.3935,0.3935,0.4374505877494812,5.005151212215424,0.027575779939070344,0.007267016335390508,0.15473763085901737,0.65087890625,0.2939453125,0.35693359375,0.049001377541571856,0.9459911361336708,0.9998375773429871,4.117101343581453e-05,0.09812301583588123,0.0,1.334238440009461e-07,0.0,5.203979702628203e-05,0.003933200001483783,0.00520502426661551,0.9989035204052925,0.06444339640438557,3.4583584368228912,0.0006967937541924939,0.25,11.773891301286753,181.93845392388832,344.58389113961044,12.486888677421932
5,1.6786909936576762,1.6322314675136278,6.701937905667345e-07,0.39751344086021506,1.4998626699447632,0.4475,0.4475,0.33407068252563477,5.14273864030838,0.03954992024227977,0.008761758916079998,0.13470649532973766,0.55419921875,0.288818359375,0.26513671875,0.032512989128008485,0.9131457954645157,0.9993502497673035,1.1784550224547274e-05,0.093337906524539,0.0,0.0010453571885591373,0.0,0.0,0.00030965149562689476,0.0033099482825491577,0.9995938986539841,0.05805001454427838,3.3728869557380676,0.0006872402866885668,0.25,11.693386408805182,179.73149003228173,344.0065775696415,12.174210570059762
6,1.5689325986369964,1.5262204357372817,7.001885144804434e-07,0.43187163978494625,1.5667385292053222,0.4355,0.4475,0.2700473964214325,6.300310730934143,0.04391357535496354,0.007991311606019735,0.1433683019131422,0.50830078125,0.329833984375,0.1781005859375,0.050282281357795,0.8433392122387886,0.9994314759969711,1.1920066754100844e-05,0.06622864864766598,0.0,0.0012887145785498433,9.653179944280055e-07,0.0,0.00047192924466799013,0.001982311048777774,0.9991878047585487,0.03590292762964964,3.494626820087433,0.0006715340785366734,0.2375,11.472572053902187,180.40012687091686,335.7985633011076,12.128018397072415
7,1.4942446331824026,1.4541459096375333,7.926865326333682e-07,0.46186155913978494,1.4509045734405517,0.4615,0.4615,0.2493390142917633,6.481181204319,0.039149286691099405,0.010252775275148451,0.0954051986336708,0.380615234375,0.28857421875,0.09246826171875,0.01895820489153266,0.840361051261425,0.9992284178733826,1.7718544768285938e-05,0.1010977253317833,0.0,0.0024471629003528506,0.0010258205729769543,0.0,0.0006393129442585632,0.0010566201817709953,0.9993502497673035,0.042673041112720966,3.153869479894638,0.0006499948628418221,0.225,11.650273139586657,176.84801241940937,331.21900496752784,12.164111182178742
8,1.4246886263611496,1.386124167391049,8.696202982758233e-07,0.489247311827957,1.3834122047424315,0.5085,0.5085,0.1896350085735321,6.302668035030365,0.04854734567925334,0.011853902949951589,0.10958443488925695,0.341796875,0.28125,0.06097412109375,0.049830219242721796,0.8855220675468445,0.9972840398550034,3.907988684659358e-06,0.03303290717303753,0.0,0.0,0.00017177759400510695,0.0013417055452009663,0.002126932638930157,0.0007690483980695717,0.9989035204052925,0.022974364226683974,3.382355570793152,0.0006230611159215914,0.2125,11.580674011217711,178.41785170982206,337.4910475381072,11.871643741996909
9,1.378494421641032,1.3406913177941435,9.068402895321415e-07,0.5120127688172043,1.281099401473999,0.533,0.533,0.21412798762321472,6.359091818332672,0.040819426998496056,0.015796220279298723,0.09186326805502176,0.32080078125,0.276123046875,0.044525146484375,0.011404458433389664,0.8116428256034851,0.995699904859066,3.7446934584295377e-06,0.08049941249191761,0.0,0.0009249971335520968,0.003606372541980818,0.0,0.0,0.0003082105286011938,0.9984161928296089,0.03705005347728729,3.2335256040096283,0.0005912811311927648,0.2,12.165984902821947,182.11354120426074,341.9056423336251,12.630607999932591
10,1.2710463154700495,1.2357165057172057,9.422291806805988e-07,0.5461189516129032,1.3606371946334839,0.5065,0.533,0.19245821237564087,7.344058513641357,0.044212617445737123,0.010115734999999404,0.1076711555942893,0.364501953125,0.321044921875,0.043426513671875,0.04135683737695217,0.7162209525704384,0.9802756458520889,4.203445314487908e-06,0.04748349264264107,0.0,6.557306096510729e-05,0.002851970144547522,3.212564990917599e-06,0.0,0.0003312087574158795,0.9995939061045647,0.028286066837608814,3.408404529094696,0.0005553018574985133,0.1875,12.087549440786793,181.74198373107888,342.2436049462782,12.415672602039331
