epoch,train_loss,train_ce,train_reg,train_acc,val_loss,val_acc,best_acc,class_cos,logits_cell_norm,stage_lb,evidence_lb,operator_lb,register_diversity,global_diversity,memory_diversity,operator_entropy_per_block,block_diversity,route_diversity,adapter_diversity,phase_role,global_skip_penalty,late_write,late_dyn_gate,weak_class_late_read,role_diversity,role_anchor,category_diversity,category_entropy,signal_op_bias_norm,lr,current_late_gate_floor,speed_data_ms,speed_forward_ms,speed_backward_ms,speed_optimizer_ms
1,2.3231877998639177,2.236926927361437,7.319152078580569e-07,0.16515456989247312,2.0752821407318116,0.218,0.218,0.8796675801277161,1.961416944861412,0.007033891160972416,0.0003067763082071906,0.1975036896765232,1.541015625,0.84765625,0.69384765625,0.0,0.9777484908699989,0.9999898299574852,3.5555235626816284e-06,0.41711550578475,0.0,0.0,0.0,0.0,0.0,0.00394063675776124,0.9995220378041267,0.7001896575093269,2.0648225843906403,0.0001125,0.2,13.259370817249092,212.5662890322674,375.80458200005444,14.060484365570598
2,2.157416683371349,2.0719494383822203,6.950177284349877e-07,0.2321068548387097,1.887004822731018,0.3065,0.3065,0.8564954996109009,2.7724992632865906,0.0077226696303114295,0.0002420321798126679,0.2546517550945282,1.5076904296875,0.84765625,0.6597900390625,0.029666181188076735,0.9690139666199684,0.9999898374080658,1.9501358110574074e-06,0.4670719765126705,0.0,0.0,0.0,0.0,0.0002203539843321778,0.0017526822921354324,0.9996288269758224,0.5564244240522385,3.075241833925247,0.000225,0.2,12.293912709880118,203.18836595702953,369.9989973118781,13.678340064499388
3,2.0106665344648462,1.9288512186337543,6.747648106978377e-07,0.2835181451612903,1.758173237800598,0.35,0.35,0.7377381324768066,2.9175809621810913,0.010110315517522395,0.0001963956547115231,0.13530896417796612,1.461669921875,0.84716796875,0.6146240234375,0.0357837681658566,0.9694850891828537,0.999979667365551,1.2332659025560133e-05,0.3340544067323208,0.0,0.0,0.0,0.0,2.0507510043898947e-05,0.00047759882727405056,0.9994508698582649,0.6445960476994514,3.4122195839881897,0.0003375,0.2,11.655984978431427,193.67326920430685,355.25311951614543,12.147543913983178
4,1.9258983160859795,1.8499170964764011,6.909958493471554e-07,0.31485215053763443,1.7337669258117676,0.359,0.359,0.5963287353515625,3.7326654195785522,0.017104886705055833,0.0007734960236120969,0.17153454944491386,1.3846435546875,0.84716796875,0.53741455078125,0.04383479943498969,0.9584874361753464,0.9999593272805214,6.293239039223408e-06,0.3572109453380108,0.0,0.0,0.0,8.855257874529343e-05,2.9098046070430428e-05,0.00016173263975360896,0.9994712099432945,0.5704023987054825,4.25346165895462,0.00045,0.2,11.769687075322645,195.8415522042556,351.22813351611717,12.264782365501334
5,1.8428414008950675,1.7721658445173694,7.593746492788615e-07,0.34711021505376344,1.6710770301818847,0.373,0.373,0.5661495923995972,4.073279768228531,0.017739619128406048,0.011072523891925812,0.14581973105669022,1.2880859375,0.84716796875,0.440948486328125,0.037004209123551846,0.944045789539814,0.9999237284064293,9.999761459766887e-06,0.30477726832032204,0.0,0.0,0.0,0.0,0.0,8.849955611367477e-05,0.9995779693126678,0.5448355376720428,5.077837407588959,0.0004494058247397074,0.2,11.382873118324618,195.0485525054534,360.1045102687524,12.136965333274441
6,1.7644147501196912,1.6980832199896536,8.515583661108551e-07,0.3682795698924731,1.6029123878479004,0.3995,0.3995,0.4530523419380188,4.6946205496788025,0.02914996654726565,0.006734705762937665,0.142492538318038,1.13134765625,0.8466796875,0.28460693359375,0.04265453573316336,0.9108940660953522,0.9999288320541382,1.5424835510202684e-05,0.25422774627804756,0.0,0.0,0.0,0.0,0.0,1.1510580520734948e-05,0.9995322450995445,0.5396137908101082,5.736210644245148,0.0004476267858155206,0.2,12.753595688170002,192.28615855905858,352.388153311783,11.911745978518068
7,1.6890893072210333,1.6266552825127878,9.276434680667921e-07,0.39700940860215056,1.5701604175567627,0.4075,0.4075,0.3775797188282013,5.17718368768692,0.036911692935973406,0.005739924847148359,0.1190706891939044,1.03125,0.8466796875,0.1845550537109375,0.03523463662713766,0.8638613000512123,0.9997101575136185,1.0613954145810567e-05,0.2309972420334816,0.0,0.0,0.0,0.0,6.280794377744314e-05,0.0,0.9995474889874458,0.49299872294068336,6.23839008808136,0.00044467332333525026,0.2,11.363173064412592,192.9528718387163,355.4888551827135,11.943822376226933
8,1.6199936392486736,1.561888042316642,9.94283729146788e-07,0.424815188172043,1.5221614274978639,0.426,0.426,0.31194236874580383,5.144703447818756,0.04336165776476264,0.011886683059856296,0.12729692831635475,0.9573974609375,0.84649658203125,0.11083984375,0.027738861041143537,0.8716603219509125,0.9994254633784294,1.788220470189117e-05,0.22017071209847927,0.0,0.0,0.0,0.0,5.734356500397553e-05,0.0,0.99941536039114,0.4894268363714218,6.615816354751587,0.00044056276939112343,0.2,11.409714440863658,190.1786812580418,348.21572147318153,11.841023344028946
9,1.5722352202220629,1.5167123566391647,1.013116764292507e-06,0.43716397849462363,1.402525694847107,0.4905,0.4905,0.27130475640296936,5.658618986606598,0.05104471417143941,0.010146428598091006,0.14816169813275337,0.9239501953125,0.84619140625,0.0777130126953125,0.03748590825125575,0.6935183927416801,0.9960615038871765,1.3405508070718497e-05,0.2106625735759735,0.0,0.0,0.0,0.0,0.00047334663395304233,0.0,0.9992629215121269,0.485408540815115,7.165408194065094,0.0004353192463481742,0.19,11.247860860357735,190.48044891387298,343.89055555911125,11.791160301189878
10,1.4789208468570505,1.4267528198098625,1.054903949445498e-06,0.47505040322580644,1.5258494710922241,0.4455,0.4905,0.26750484108924866,6.025616228580475,0.04294541524723172,0.011128037585876882,0.11734362598508596,0.90179443359375,0.84619140625,0.05562591552734375,0.028229483170434833,0.7206453457474709,0.9906299114227295,9.136625521932729e-06,0.21621138788759708,0.0,0.0,0.0,0.0,0.000246813830017345,0.0,0.9993137121200562,0.4996298626065254,8.044282793998718,0.00042897352528461374,0.18000000000000002,11.548049860271364,191.00383187092072,354.32664029019264,11.93251165588213
11,1.424516543265312,1.3756373043983214,1.0803075459383156e-06,0.4923555107526882,1.371523281097412,0.4975,0.4975,0.2547704577445984,6.062972247600555,0.04052991513162851,0.008990680682472885,0.12485494185239077,0.89764404296875,0.845703125,0.0518646240234375,0.04009481519460678,0.44885656982660294,0.9504218176007271,1.7425734768039547e-05,0.20182321965694427,0.0,0.0,0.0,0.0,0.0,0.0,0.9947727024555206,0.4960981644690037,8.907646179199219,0.0004215628454149082,0.17,11.632014032222033,193.2068273655273,348.32274044087933,12.00256974197566
12,1.3717758424820439,1.32856063688955,1.1225192976428756e-06,0.5144489247311828,1.293983554840088,0.5345,0.5345,0.2250121831893921,6.28912740945816,0.046705147717148066,0.009462050162255764,0.1615445725619793,0.88336181640625,0.845703125,0.03771209716796875,0.04600901436060667,0.35429151356220245,0.6900512501597404,4.766086021845695e-06,0.18899237178266048,0.0,0.0,0.0,0.0,0.0,0.0,0.9434006735682487,0.40015784278512,9.393306970596313,0.00041313069555526036,0.16,11.511646204321208,189.60793677406303,353.71095327953356,11.926795881741802
13,1.3249213618616904,1.2879353556581723,1.153271887966595e-06,0.525369623655914,1.2926275358200072,0.5335,0.5345,0.22683961689472198,6.1593024134635925,0.04414591705426574,0.01977523579262197,0.14770123548805714,0.880859375,0.8453369140625,0.035556793212890625,0.03487446764484048,0.3609801083803177,0.543476365506649,9.21132232178934e-06,0.20602784864604473,0.0,0.0,0.0,0.0,0.0,0.0,0.9295977354049683,0.42681650444865227,9.57068419456482,0.0004037265589139434,0.15000000000000002,11.727183806430329,189.89402365580753,352.3308095376197,11.861513462414438
14,1.2647664085511239,1.2339726635204848,1.1994666775897575e-06,0.5520833333333334,1.3250953187942505,0.517,0.5345,0.22892244160175323,6.447929799556732,0.03810084518045187,0.009859645157121122,0.1734543740749359,0.8702392578125,0.84521484375,0.024980545043945312,0.04567643906921148,0.27036678045988083,0.295519582927227,7.14286443326273e-06,0.1813418436795473,0.0,0.0,0.0,0.0,0.0,0.0,0.9061528369784355,0.37275609746575356,10.293822288513184,0.0003934056227041594,0.14,11.710770139821976,193.52187621494053,350.1463755913597,11.960065699074015
15,1.2059532711582799,1.179883321126302,1.2287880423094955e-06,0.5726646505376344,1.2306372203826905,0.551,0.551,0.23033146560192108,6.957710444927216,0.04616275988519192,0.01360884599853307,0.15202369913458824,0.86724853515625,0.84521484375,0.02203369140625,0.03760248748585582,0.20561946742236614,0.22919629700481892,1.9637341210909653e-06,0.17630176059901714,0.0,0.0,0.0,0.0,0.0,0.0,0.8738498687744141,0.3571077883243561,10.13429081439972,0.00038222845428352695,0.13,11.408842515842851,195.21009290341465,346.0751899894545,11.981815967745753
16,1.1718806387275778,1.1472837790366142,1.2290867954273195e-06,0.5814852150537635,1.2016669626235963,0.5745,0.5745,0.23390643298625946,6.912155032157898,0.041655827313661575,0.013721189927309752,0.15977470017969608,0.86883544921875,0.8447265625,0.024133682250976562,0.04612085921689868,0.14470234513282776,0.22300241142511368,5.1738998081418686e-06,0.18276156298816204,0.0,0.0,0.0,0.0,0.0,0.0,0.8597611039876938,0.3989105597138405,10.391793489456177,0.0003702606457207442,0.12000000000000001,11.41555187069737,197.19457234419014,347.4461655158682,12.03429166653027
17,1.1230428981524643,1.0993256895772872,1.2565707436962878e-06,0.6004704301075269,1.36667001247406,0.507,0.5745,0.22043554484844208,6.859338998794556,0.04521966679021716,0.015115151647478342,0.14993860200047493,0.8636474609375,0.8447265625,0.018972396850585938,0.03985930560156703,0.28129029273986816,0.217995747923851,6.097894129197812e-06,0.18763185292482376,0.0,0.0,0.0,0.0,0.0,0.0,0.8497947156429291,0.3853588216006756,11.1389901638031,0.00035757242887524723,0.11,11.467438892366538,192.6901573870348,347.6615243762549,11.894778741876625
18,1.1003319838995576,1.0767512584245333,1.291665426755552e-06,0.6020665322580645,1.218660304069519,0.565,0.5745,0.22614720463752747,7.283357739448547,0.04048848105594516,0.01254836656153202,0.1623934656381607,0.8624267578125,0.8447265625,0.01770782470703125,0.04188513336703181,0.17035233788192272,0.2294292412698269,3.3631506539677503e-06,0.17622154019773006,0.0,0.0,0.0,0.0,0.0,0.0,0.8596747070550919,0.37798314541578293,11.82413911819458,0.0003442382632487332,0.1,11.358597311623123,190.34297772034938,359.3269127311707,11.854645559143009
19,1.057967560906564,1.035476792243219,1.3351721937856724e-06,0.6218077956989247,1.1852845211029053,0.5905,0.5905,0.22634650766849518,7.58818793296814,0.04011053638532758,0.014232098939828575,0.17305325902998447,0.8682861328125,0.84423828125,0.024078369140625,0.034960833843797445,0.10869014542549849,0.21740448847413063,6.75730098009808e-06,0.17750387638807297,0.0,0.0,0.0,0.0,0.0,0.0,0.8629164025187492,0.3711836710572243,11.989617228507996,0.00033033639902719635,0.09,11.436310182777747,195.7793335374933,352.60093797850095,12.014491699070492
20,1.0447858642506342,1.0225764295106292,1.3652793961560375e-06,0.6250840053763441,1.177420214653015,0.574,0.5905,0.22564402222633362,7.604884326457977,0.04376878309994936,0.01922603417187929,0.16803640685975552,0.8642578125,0.84423828125,0.02010345458984375,0.03715017158538103,0.09406910929828882,0.21589778922498226,3.1774216040503234e-06,0.17855150997638702,0.0,0.0,0.0,0.0,0.0,0.0,0.8527703210711479,0.37515685707330704,12.22379195690155,0.00031594841787772177,0.08,11.459758343863218,195.87561712904315,351.4083855162983,12.089416903245853
21,0.9877962508509236,0.9665753187671784,1.3904495899036955e-06,0.6457493279569892,1.1537442331314087,0.584,0.5905,0.2164844572544098,7.860485136508942,0.04660303005948663,0.01724528754130006,0.16866871528327465,0.86767578125,0.84423828125,0.02344512939453125,0.03995566442608833,0.09812301024794579,0.20945905335247517,3.962112714361865e-06,0.17226868495345116,0.0,0.0,0.0,0.0,0.0,0.0,0.8770725652575493,0.316839013248682,12.329662799835205,0.000301158754194824,0.07,11.397758634292812,195.90011003212996,352.32704008622903,12.202500140002455
22,0.9649234676873812,0.9437461546672288,1.417124142897846e-06,0.657174059139785,1.1885317115783691,0.5845,0.5905,0.20261162519454956,7.872101962566376,0.051557416561990976,0.02019981388002634,0.17736483365297318,0.863525390625,0.84423828125,0.019266128540039062,0.04344336036592722,0.08667622786015272,0.21097210608422756,1.5163684565777658e-06,0.1744336001574993,0.0,0.0,0.0,0.0,0.0,0.0,0.8177288174629211,0.35153014957904816,13.075674653053284,0.00028605419960584536,0.06,11.80723076345936,191.72206612918632,351.9783368923605,11.762500774268354
23,0.9316989292380631,0.9110223381750046,1.4360208206687853e-06,0.6684307795698925,1.1869452562332152,0.5835,0.5905,0.1998170018196106,7.7568705677986145,0.05392945185303688,0.01787899457849562,0.20818772725760937,0.8621826171875,0.84375,0.018384933471679688,0.04137415485456586,0.11471552029252052,0.2084156610071659,2.1336991267162375e-06,0.1633925586938858,0.0,0.0,0.0,0.0,0.0,0.0,0.8466911241412163,0.30466195568442345,13.752505540847778,0.0002707233936431761,0.06,11.495476505833038,195.66533117164997,353.9589877094919,12.058207817131251
24,0.8848373505377001,0.8645192769265944,1.4409835665246255e-06,0.6861559139784946,1.16492214012146,0.5935,0.5935,0.2030472606420517,8.130427718162537,0.04512888891622424,0.01668172888457775,0.2046858463436365,0.8641357421875,0.84375,0.020450592041015625,0.04403967363759875,0.06487240409478545,0.20352103374898434,2.7912192308576778e-06,0.16525507345795631,0.0,0.0,0.0,0.0,0.0,0.0,0.8049371168017387,0.3000159524381161,14.230305194854736,0.00025525630357223217,0.06,11.426263311780835,192.9840146022084,354.97146634408773,11.951838462204817
