epoch,train_loss,train_ce,train_reg,train_acc,val_loss,val_acc,best_acc,class_cos,logits_cell_norm,stage_lb,evidence_lb,operator_lb,register_diversity,global_diversity,memory_diversity,operator_entropy_per_block,block_diversity,route_diversity,adapter_diversity,phase_role,global_skip_penalty,late_write,late_dyn_gate,weak_class_late_read,role_diversity,role_anchor,category_diversity,category_entropy,signal_op_bias_norm,lr,current_late_gate_floor,speed_data_ms,speed_forward_ms,speed_backward_ms,speed_optimizer_ms
11,1.36063063785594,1.3186789097324494,1.0070762317643315e-06,0.5187331989247311,1.2848247213363648,0.534,0.534,0.24646413326263428,6.58607542514801,0.040125536266714334,0.003753003809833899,0.13383688032627106,0.9542236328125,0.84521484375,0.10901641845703125,0.03648871323093772,0.598876915872097,0.9888381808996201,8.757053365116008e-06,0.18166682869195938,0.0,0.0,0.0,0.0,0.0,0.0,0.99761563539505,0.4498884119093418,8.271532535552979,0.00046840316157212026,0.1742857142857143,11.833023107570742,202.36530736552615,372.44419746252055,12.912742032224948
12,1.3117963460183912,1.2719910362715363,1.0191575413085057e-06,0.5323420698924731,1.2512199687957763,0.5565,0.5565,0.23074761033058167,6.394659340381622,0.041492605581879616,0.002871914010029286,0.16252694465219975,0.93621826171875,0.8447265625,0.09149169921875,0.04562499327585101,0.5577818527817726,0.9690986722707748,6.7996024881722406e-06,0.17603753693401814,0.0,0.0,0.0,0.0,0.0,0.0,0.9978724494576454,0.375208955258131,8.953276515007019,0.0004590341061725115,0.16571428571428573,12.128890763442639,207.14171745160172,368.91267559137003,13.40714565586857
13,1.274911247273927,1.2372922192337692,1.0138150924166272e-06,0.5463709677419355,1.2340325422286986,0.558,0.558,0.21944032609462738,6.5892475843429565,0.042475828900933266,0.0058849871857091784,0.1512298323214054,0.9298095703125,0.8447265625,0.085052490234375,0.04156314907595515,0.47082437574863434,0.8895161971449852,6.2389262893702835e-06,0.1732796709984541,0.0,0.0,0.0,0.0,0.0,0.0,0.985803447663784,0.4239997826516628,8.872767567634583,0.00044858506545993716,0.15714285714285714,12.220443870964735,206.74604858072354,373.3833348063443,13.176539290373423
14,1.218375345712067,1.1832170550541212,1.0270565651377985e-06,0.5630880376344086,1.3129410400390624,0.5475,0.558,0.22154600918293,6.707230567932129,0.035476251505315304,0.0020691329991677776,0.16200068593025208,0.9337158203125,0.84423828125,0.08950042724609375,0.0471179629676044,0.4124453738331795,0.7946601510047913,5.627357495541219e-06,0.17889151722192764,0.0,0.0,0.0,0.0,0.0,0.0,0.9766403064131737,0.37918027117848396,9.505520582199097,0.0004371173585601771,0.14857142857142858,11.894512171913389,199.6696167633897,366.4965530000289,12.487953376318817
15,1.142317093828673,1.1111995532948484,1.0462933755906139e-06,0.5932459677419355,1.1648827056884765,0.584,0.584,0.20079928636550903,7.175140976905823,0.04051466239616275,0.00495533540379256,0.15651489980518818,0.9232177734375,0.84423828125,0.07892608642578125,0.03639509994536638,0.3825729936361313,0.6252938732504845,3.7891102238063468e-06,0.16851582191884518,0.0,0.0,0.0,0.0,0.0,0.0,0.9275069236755371,0.33683960139751434,9.591930627822876,0.00042469828253725216,0.14,12.530446795716015,198.34479502150248,365.985533741946,12.521747268927415
16,1.1115563941258255,1.0834169727499767,1.0458093728268205e-06,0.6059307795698925,1.2314339570999147,0.569,0.584,0.18788231909275055,7.206568717956543,0.034717658534646034,0.003510656038997695,0.1761250887066126,0.91998291015625,0.84375,0.07623291015625,0.0350850485265255,0.32168126478791237,0.5127876549959183,6.262344868446235e-06,0.17737871780991554,0.0,0.0,0.0,0.0,0.0,0.0,0.8695056140422821,0.36571504175662994,9.666948676109314,0.0004114007174674936,0.13142857142857145,11.99518755919432,202.53662806444285,365.3717782473455,12.589659709642204
17,1.0679172745314978,1.04227360217802,1.0543079749260615e-06,0.6178595430107527,1.3031260032653809,0.543,0.584,0.18058696389198303,7.519737422466278,0.035840720403939486,0.004554938059300184,0.1533945593982935,0.9193115234375,0.84375,0.0755157470703125,0.036915380507707596,0.3498355448246002,0.46118950843811035,6.520082934002858e-06,0.1713988594710827,0.0,0.0,0.0,0.0,0.0,0.0,0.8341632857918739,0.35872144997119904,10.00227677822113,0.00039730269875027475,0.12285714285714286,12.022856483947903,203.1969579033083,372.0128420644409,13.03167330101993
18,1.0236431161562602,1.0000277533326098,1.1009530121017271e-06,0.6322244623655914,1.1651610555648804,0.5895,0.5895,0.1698218733072281,7.52538675069809,0.03763493103906512,0.004057178128277883,0.15779171884059906,0.90985107421875,0.84326171875,0.06659698486328125,0.0393614755012095,0.3182230032980442,0.4016498066484928,4.887161139777163e-06,0.19351200573146343,0.0,0.0,0.0,0.0,0.0,0.0,0.7907169461250305,0.335374403744936,10.490009069442749,0.0003824869591652592,0.11428571428571428,12.053619462304958,199.36981838703016,367.9447384515257,12.751935408545329
19,1.0080893751113646,0.9858341351632149,1.1279466363742367e-06,0.6420530913978495,1.1284826431274415,0.5975,0.5975,0.17077454924583435,7.9156025648117065,0.039052334148436785,0.005658613750711083,0.1703182067722082,0.91845703125,0.8428955078125,0.07558441162109375,0.03262982936576009,0.10393794439733028,0.3776189163327217,4.200901457807049e-06,0.17663399875164032,0.0,0.0,0.0,0.0,0.0,0.0,0.8044139444828033,0.3139735572040081,10.9508216381073,0.0003670404433635515,0.10571428571428572,11.821172408466522,200.4011949892658,372.43380673111636,12.934001172134328
20,0.9728399085742171,0.95134086121795,1.1460704624652707e-06,0.6526377688172043,1.1705258207321168,0.5925,0.5975,0.1731928288936615,8.029135704040527,0.03883017413318157,0.0053419756586663425,0.17743948474526405,0.91607666015625,0.8427734375,0.07335662841796875,0.027744153048843145,0.18402798287570477,0.35046255216002464,5.064344804850407e-06,0.16539357975125313,0.0,0.0,0.0,0.0,0.0,0.0,0.830368734896183,0.3523643724620342,11.380586624145508,0.00035105379764191307,0.09714285714285716,11.8011283548674,199.417260075103,368.43639574192736,12.911263397879623
