epoch,score,best_score,mode,action,reward,category_temp,primitive_temp,growth_recommendation,seconds,train_block_mse,train_block_cos,train_delta_mse,train_delta_cos,train_norm_mse,train_norm_cos,val_block_mse,val_block_cos,val_delta_mse,val_delta_cos,val_norm_mse,val_norm_cos
1,0.04289859627683958,0.04289859627683958,EXPLOIT,noop,0.0,1.4,1.2,none,15.825875043869019,0.19858431766430537,0.9390921786427497,0.7373142674565315,0.5587518355498712,0.12490860912948847,0.9371340135733287,0.12813457027077674,0.9613770961761474,0.2525243699550629,0.8434970110654831,0.07422415018081666,0.9622285187244415
2,0.08870216563344005,0.08870216563344005,EXPLOIT,noop,0.04580356935660047,1.4,1.2,none,15.242654800415039,0.11057612324754397,0.9650931283831596,0.19527584041158358,0.8666462441285451,0.06747200153768063,0.9656797508398692,0.09700906723737716,0.9684414088726043,0.1652336299419403,0.875902172923088,0.061061080545186996,0.9689886301755906
3,0.10953570508708556,0.10953570508708556,EXPLOIT,noop,0.020833539453645508,1.4,1.2,none,15.104976892471313,0.08506195570031802,0.9722739080588023,0.15411968069771925,0.8810600499312083,0.05490255185092489,0.9721599717934927,0.07390327267348766,0.9759277760982513,0.14543799683451653,0.8871108084917069,0.04876738023012876,0.9753125518560409
4,0.12173371492574614,0.12173371492574614,EXPLOIT,sharpen_exploit,0.012198009838660581,1.2799999999999998,1.1199999999999999,none,15.489850521087646,0.06733154775574804,0.9780928338567416,0.1374712078521649,0.8936916093031565,0.044939269808431465,0.977272833387057,0.06245534215122461,0.9797057896852494,0.13150038048624993,0.8985262244939805,0.04189679846167564,0.9788289695978165
5,0.12603208780288697,0.12603208780288697,EXPLOIT,sharpen_exploit,0.004298372877140827,1.1599999999999997,1.0399999999999998,none,15.380440950393677,0.05932547114789486,0.9807203913728396,0.128385624786218,0.9010862072308858,0.039876238846530514,0.9798605799674988,0.0570881437510252,0.9814654052257538,0.12607464641332627,0.9029929369688035,0.038349926844239234,0.9806392580270767
6,0.12919225424528125,0.12919225424528125,EXPLOIT,sharpen_exploit,0.00316016644239428,1.0399999999999996,0.9599999999999999,none,15.728660106658936,0.055260981402049464,0.982059299449126,0.12393880554785332,0.9047173594435056,0.036910623063643774,0.9813726648688317,0.0538819145411253,0.9824959337711334,0.12235901467502117,0.9059389710426331,0.035761328786611556,0.9819578260183335
7,0.1314930391435822,0.1314930391435822,EXPLOIT,sharpen_exploit,0.0023007848983009616,0.9199999999999996,0.8799999999999999,none,15.806352376937866,0.05276450980454683,0.9828745692968368,0.12143730862687031,0.9067120393117268,0.034869000191489856,0.9824121097723643,0.0516943734139204,0.9832181602716445,0.12066770903766155,0.9073641806840896,0.03402016591280699,0.9828439086675644
8,0.13308055902520816,0.13308055902520816,EXPLOIT,sharpen_exploit,0.0015875198816259484,0.7999999999999996,0.7999999999999999,none,15.692410469055176,0.050818264670670035,0.9835093423724175,0.12000060106317202,0.9078807418545087,0.03341349959373474,0.9831524774432182,0.049943887256085874,0.9837888836860657,0.1189958281815052,0.9086673855781555,0.032785221375524996,0.9834718018770218
9,0.13438011494775615,0.13438011494775615,WAIT,noop,0.0012995559225479902,0.7999999999999996,0.7999999999999999,none,15.430547952651978,0.04933873104552428,0.9839910770455996,0.11806323435157537,0.9094275911649068,0.032366837530086436,0.9836845159530639,0.04857134558260441,0.9842483073472976,0.11713705509901047,0.9102681428194046,0.0318446084856987,0.9839498847723007
10,0.1355234024922053,0.1355234024922053,EXPLOIT,sharpen_exploit,0.0011432875444491453,0.6799999999999996,0.72,none,15.4363534450531,0.04796895235776901,0.9844395940502485,0.11616527990748485,0.9109677741924922,0.03152672794337074,0.984111329416434,0.047390312515199186,0.9846370786428451,0.11502722054719924,0.911944842338562,0.03119496498256922,0.98427973985672
11,0.13687387020637595,0.13687387020637595,WAIT,noop,0.0013504677141706611,0.6799999999999996,0.72,none,15.391984939575195,0.04684134457881252,0.9848019888003667,0.11377422790974379,0.9128862112760544,0.030825992844377956,0.9844672456383705,0.04645071793347597,0.984935462474823,0.11261972598731518,0.9138028025627136,0.030488600581884386,0.984638461470604
12,0.13732702900345128,0.13732702900345128,EXPLOIT,sharpen_exploit,0.00045315879707533147,0.5599999999999996,0.64,none,15.450629472732544,0.04590744068846107,0.985112102329731,0.11251487849901119,0.9139013921221097,0.0301324220529447,0.9848193456729253,0.04562888965010643,0.9852121919393539,0.112598842009902,0.9138907939195633,0.02982438588514924,0.9849757075309753
13,0.1381979398491482,0.1381979398491482,WAIT,noop,0.0008709108456969039,0.5599999999999996,0.64,none,15.2212815284729,0.0451841291350623,0.98535342613856,0.11186159048229456,0.9144166052341461,0.02964264548694094,0.9850678955515225,0.0447420172393322,0.9854885458946228,0.11162971444427967,0.9146127820014953,0.029349911119788887,0.9852164834737778
14,0.1389342519516746,0.1389342519516746,EXPLOIT,sharpen_exploit,0.0007363121025264208,0.5,0.56,none,15.227522373199463,0.04456951878964901,0.9855514834324519,0.1112754808117946,0.91491093536218,0.02923142851019899,0.985276572406292,0.044072233699262144,0.9857123553752899,0.11066598072648048,0.9153569400310516,0.0288869958370924,0.985451340675354
15,0.13929765678942205,0.13929765678942205,WAIT,noop,0.0003634048377474386,0.5,0.56,none,15.180060625076294,0.043941582056383294,0.9857532183329264,0.1108294436087211,0.9152525886893272,0.028823971174036463,0.9854833140969277,0.043720608577132225,0.9858317494392395,0.11032941862940789,0.9156889289617538,0.02864219546318054,0.9855754673480988
16,0.13963416937117776,0.13963416937117776,EXPLORE,explore_categories,0.0003365125817557102,0.7,0.66,none,15.373162746429443,0.04342881695677837,0.9859254683057467,0.11046391843507687,0.9155709991852442,0.02849406491344174,0.9856506546338399,0.043103918060660364,0.9860248535871505,0.11022602953016758,0.9157038718461991,0.028375539090484382,0.9857109010219574
17,0.1401163887170454,0.1401163887170454,WAIT,noop,0.00048221934586764603,0.7,0.66,none,15.06086778640747,0.04297958053648472,0.9860673258701961,0.11033770826955637,0.9156486719846726,0.028227464466666182,0.9857858628034591,0.042511406168341634,0.9862272083759308,0.1098759040236473,0.9159938633441925,0.02789736958220601,0.9859532743692399
18,0.1401918698785206,0.1401918698785206,EXPLORE,boost_l2_memory,7.548116147518269e-05,0.7,0.66,none,14.975905418395996,0.04247368043288589,0.9862340226769447,0.10984845000008742,0.9160081644852957,0.027860948583111167,0.9859716991583506,0.04225295670330524,0.9863033652305603,0.10994030348956585,0.9159231424331665,0.027671544719487427,0.9860678166151047
19,0.14043581723545992,0.14043581723545992,EXPLOIT,sharpen_exploit,0.00024394735693933356,0.58,0.5800000000000001,none,14.714947938919067,0.04217953095212579,0.9863311156630516,0.10967607852071523,0.9161464462677638,0.02763023426135381,0.9860886683066686,0.04193760175257921,0.9864130228757858,0.10957839116454124,0.9161968648433685,0.02742721913382411,0.9861916035413743
20,0.14077638423691194,0.14077638423691194,WAIT,noop,0.000340567001452019,0.58,0.5800000000000001,none,15.490545988082886,0.04180655811602871,0.9864544565478961,0.10936727946003279,0.9164263327916463,0.027365889865905046,0.9862226853768031,0.04155245404690504,0.9865372389554977,0.10908075831830502,0.9167281895875931,0.027149661257863045,0.9863322347402572
21,0.14118849022934837,0.14118849022934837,EXPLORE,boost_l2_repair,0.00041210599243643453,0.58,0.5800000000000001,none,14.869293212890625,0.04151226819182436,0.9865492686629296,0.10851943138986826,0.9171038707097371,0.027163604646921156,0.9863252316912016,0.041609213873744014,0.9865173667669296,0.10708212070167064,0.9181992202997208,0.02705696765333414,0.9863792717456817
22,0.14128930412232876,0.14128930412232876,WAIT,noop,0.00010081389298038923,0.58,0.5800000000000001,none,15.672313451766968,0.04128211963300903,0.9866235747933387,0.10665430221706629,0.9185783291856447,0.026981014929090937,0.9864177639285724,0.041125789657235144,0.9866742104291916,0.10654994174838066,0.9186176300048828,0.026871059834957123,0.9864734888076783
23,0.1412131878609459,0.14128930412232876,EXPLORE,boost_l1_compare,-7.611626138287475e-05,0.58,0.5800000000000001,none,15.493273496627808,0.04096821177129944,0.9867221708099048,0.10601971404006084,0.9190671140948932,0.026787973288446666,0.9865155711770057,0.04079109560698271,0.9867808580398559,0.10548874996602535,0.9194835424423218,0.026687654852867126,0.986566424369812
24,0.14067310127119223,0.14128930412232876,WAIT,noop,-0.0005400865897536578,0.58,0.5800000000000001,none,15.088821649551392,0.040752644961078964,0.9868004664778709,0.10519721222420533,0.9197508419553438,0.02662747958675027,0.9865969051917394,0.040547823160886766,0.9868615508079529,0.10450468696653843,0.9203149825334549,0.02649520933628082,0.9866639733314514
25,0.1408235068495075,0.14128930412232876,EXPLORE,boost_aggregate,0.0001504055783152769,0.58,0.5800000000000001,none,15.157068729400635,0.04046992370858789,0.9868893613417943,0.10427413936704397,0.9204477990667025,0.026454807662715515,0.9866844137509664,0.04032006692141295,0.9869471758604049,0.10400018468499184,0.920694375038147,0.026375420019030572,0.986724677681923
26,0.1412958505066733,0.1412958505066733,WAIT,noop,0.0004723436571657802,0.58,0.5800000000000001,none,15.136244773864746,0.04019310347115,0.9869812433918317,0.10352571854988733,0.9210428968071938,0.02627416414519151,0.9867759436368942,0.04002704918384552,0.9870323717594147,0.10299847796559333,0.9214577734470367,0.026164334174245595,0.9868316203355789
27,0.141231425969551,0.1412958505066733,EXPLORE,sharpen_exploit,-6.442453712229845e-05,0.5,0.5,none,15.12609601020813,0.0398891964306434,0.9870693152149518,0.10322967488318682,0.9212860494852066,0.02608550519992908,0.986871570845445,0.03972705341875553,0.9871271759271621,0.10297151878476143,0.9214088231325149,0.02597369896247983,0.986928179860115
28,0.14163117000212275,0.14163117000212275,WAIT,noop,0.0003997440325717583,0.5,0.5,none,15.282115697860718,0.039565192504475516,0.9871844505270322,0.1027767331028978,0.9216911802689235,0.02582827730414768,0.9870018884539604,0.039399428851902486,0.9872323274612427,0.10220719538629056,0.9220524549484252,0.02570231668651104,0.987065640091896
29,0.14148862913871804,0.14163117000212275,EXPLORE,reduce_priors,-0.0001425408634047054,0.5,0.5,none,15.439059019088745,0.039298137401541075,0.987274136642615,0.10215369916210572,0.922175386051337,0.025599702804659803,0.987117680410544,0.03933596517890692,0.987257793545723,0.10207313299179077,0.9221899151802063,0.025569281447678803,0.9871330469846725
30,0.14173799864947798,0.14173799864947798,WAIT,noop,0.00024936951075993363,0.5,0.5,none,15.206353187561035,0.03901033202807109,0.987363567451636,0.10148009471595287,0.9227271229028702,0.02537455353885889,0.9872316718101501,0.03895411305129528,0.9873750299215317,0.10144480690360069,0.9227173566818238,0.025278963893651963,0.9872800648212433
31,0.1419909517777463,0.1419909517777463,EXPLOIT,sharpen_exploit,0.00025295312826831284,0.5,0.5,none,15.178510904312134,0.03880596517895659,0.9874324927727381,0.10094300402949254,0.9231396302580833,0.025187434162944555,0.9873264392217,0.03888107612729073,0.9873966097831726,0.10037734284996987,0.9235158503055573,0.025201090332120656,0.9873194694519043
32,0.14256328982611496,0.14256328982611496,WAIT,noop,0.0005723380483686757,0.5,0.5,none,15.586360216140747,0.03862221539020538,0.9874931941429774,0.10004725443820159,0.923837722837925,0.025015149917453527,0.9874136691292127,0.03845949769020081,0.9875439256429672,0.09935826733708382,0.92434843480587,0.02495778538286686,0.987442746758461
33,0.1429710625857115,0.1429710625857115,EXPLORE,explore_categories,0.00040777275959652526,0.7,0.6,none,15.372023344039917,0.03834638061622778,0.9875854045152664,0.0991628206645449,0.9245582660039265,0.024777105714504918,0.9875342284639677,0.03812140915542841,0.9876538932323455,0.0989018987864256,0.9247676014900208,0.02463530655950308,0.9876060098409652
34,0.14325837348898254,0.14325837348898254,WAIT,noop,0.00028731090327105413,0.7,0.6,none,15.444252967834473,0.03810775491098563,0.9876535753409068,0.09863172167291244,0.924950610101223,0.024587082381670674,0.9876304214199384,0.037877614982426165,0.9877302199602127,0.09816249422729015,0.925285479426384,0.024459641613066196,0.9876949250698089
35,0.1434786177923282,0.1434786177923282,EXPLORE,boost_l2_memory,0.00022024430334566247,0.7,0.6,none,15.335630655288696,0.0378046163978676,0.9877567648887634,0.09792534516503414,0.9254995693763097,0.024346633550400534,0.9877521336078644,0.037721138820052146,0.9877929091453552,0.09778768569231033,0.9256391555070878,0.0242256835103035,0.9878133237361908
36,0.1437154581087331,0.1437154581087331,EXPLOIT,sharpen_exploit,0.00023684031640489045,0.58,0.52,none,15.170212268829346,0.037567869666963814,0.9878328109780947,0.09740161169320345,0.9258784358700116,0.024174246083324153,0.9878394082188606,0.037544156052172185,0.987841734290123,0.09719798676669597,0.926052451133728,0.02412598943337798,0.9878637880086899
37,0.14417767932017642,0.14417767932017642,WAIT,noop,0.00046222121144331996,0.58,0.52,none,15.35059142112732,0.03735961470132073,0.9879016136129697,0.09691002027442058,0.9263283838828404,0.024026842166980106,0.9879140004515647,0.037149236910045146,0.9879754543304443,0.09640420004725456,0.9267016321420669,0.02388919685035944,0.987983700633049
38,0.1442412602901459,0.1442412602901459,EXPLORE,boost_l2_repair,6.358096996947338e-05,0.58,0.52,none,15.46752643585205,0.037021519243717195,0.9880140880743663,0.0958851644769311,0.927157952884833,0.0238186273102959,0.9880193670590719,0.037097465991973874,0.9879845350980758,0.09572262205183506,0.9271762669086456,0.023822584375739097,0.9880173146724701
39,0.14456380215163034,0.14456380215163034,WAIT,noop,0.00032254186148444886,0.58,0.52,none,14.888252258300781,0.036744651446739836,0.9881030589342117,0.09485911205410957,0.927916360894839,0.023638595035299657,0.988110464811325,0.03653218206018209,0.9881751060485839,0.0951741598546505,0.9276879906654358,0.023517202120274305,0.9881719082593918
40,0.14479879007364316,0.14479879007364316,EXPLORE,boost_l1_compare,0.00023498792201281926,0.58,0.52,none,15.556768894195557,0.03648375837753216,0.9881859203179677,0.09431743298967679,0.9283612594008446,0.023477484735970697,0.9881919831037521,0.03646553419530392,0.9881961286067963,0.09426291212439537,0.9283576816320419,0.023485370632261037,0.9881878674030304
