epoch,score,best_score,mode,action,target_layer,target_block,target_step,reason,growth_detail,step_score,depth_score,width_score,primitive_score,prune_score,repair_category_score,descriptor_repair_score,category_consistency,seconds,train_block_mse,train_block_cos,train_delta_mse,train_delta_cos,train_norm_mse,train_norm_cos,val_block_mse,val_block_cos,val_delta_mse,val_delta_cos,val_norm_mse,val_norm_cos
16,0.11248896741991243,0.11248896741991243,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.3561649589707851,0.31734320822897466,0.3361794141839429,-0.29559428147858124,-999.0,0.15004470511155332,0.20059089991908802,0.0,19.49442148208618,0.11003002456078927,0.9704885875185331,0.11003002468496562,0.9159225766857465,0.028481516785298786,0.9856572677691777,0.10911464728415013,0.9708455294370651,0.10911464765667915,0.9166015416383744,0.02825792534276843,0.9857707321643829
17,0.1135257009503742,0.1135257009503742,WAIT,noop,-1,-1,-1,normal,none,0.3561649589707851,0.31734320822897466,0.3361794141839429,-0.29559428147858124,-999.0,0.15004470511155332,0.20059089991908802,0.0,19.29220747947693,0.10875371613850196,0.9707838634649912,0.10875371638685465,0.91691824644804,0.028104336264853678,0.9858485385775566,0.1081186879426241,0.9710461139678955,0.10811868719756604,0.9174095869064331,0.02779041128233075,0.9860077232122422
18,0.11419474395985404,0.11419474395985404,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.3561649589707851,0.31734320822897466,0.3361794141839429,-0.29559428147858124,-999.0,0.15004470511155332,0.20059089991908802,0.0,19.756014823913574,0.10778699678679307,0.9710379774371783,0.10778699666261674,0.9176598742604256,0.027639031518871586,0.9860844607154529,0.10741608701646328,0.9710400134325028,0.10741608701646328,0.9179384261369705,0.02750969910994172,0.9861500799655915
19,0.1150102843393882,0.1150102843393882,WAIT,noop,-1,-1,-1,normal,none,0.3561649589707851,0.31734320822897466,0.3361794141839429,-0.29559428147858124,-999.0,0.15004470511155332,0.20059089991908802,0.0,19.189592361450195,0.10715980560829243,0.9711921021342278,0.10715980523576339,0.9181595236063004,0.027323301353802284,0.9862444917360942,0.10663388073444366,0.9712941467761993,0.10663388036191464,0.9185532987117767,0.027082226425409316,0.9863667905330658
20,0.11594402058919273,0.11594402058919273,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.3561649589707851,0.31734320822897466,0.3361794141839429,-0.29559428147858124,-999.0,0.15004470511155332,0.20059089991908802,0.0,19.759196281433105,0.10626139963666598,0.9714187612136205,0.10626139963666598,0.9189090793331464,0.027064714580774307,0.9863755842049916,0.10523490458726883,0.9717312783002854,0.10523490384221076,0.9197994112968445,0.026972783356904985,0.9864221215248108
21,0.11661034874493877,0.11661034874493877,WAIT,noop,-1,-1,-1,normal,none,0.3561649589707851,0.31734320822897466,0.3361794141839429,-0.29559428147858124,-999.0,0.15004470511155332,0.20059089991908802,0.0,19.787685871124268,0.10458235573023558,0.9718045050899188,0.1045823556681474,0.9202465042471886,0.026792436791583895,0.9865136290589969,0.10436473488807678,0.9716583102941513,0.10436473526060581,0.9203726708889007,0.02677085706964135,0.9865246087312698
22,0.11728681028510135,0.11728681028510135,GROW,add_depth,2,0,1,plateau_cleanup_planner,activated_layer_4_at_order_3_ref_3,0.24814689022418285,0.3637534534075541,0.3450890434220712,-0.24292422214034015,-999.0,0.15518570488005354,0.18509404573582172,0.044805124402046204,19.873664617538452,0.10384175994743904,0.9719768231113751,0.10384176025787989,0.9208227703968684,0.026525130836913983,0.9866490498185158,0.10362067148089409,0.9720117747783661,0.10362067148089409,0.9209528714418411,0.0265161189250648,0.9866536170244217
23,0.11758844999720654,0.11758844999720654,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.24814689022418285,0.3637534534075541,0.3450890434220712,-0.24292422214034015,-999.0,0.15518570488005354,0.18509404573582172,0.0,25.6600604057312,0.10355070866644382,0.9720419863859813,0.1035507082939148,0.9210375974575679,0.02648152926315864,0.9866711104909579,0.10300937481224537,0.9722248494625092,0.10300937481224537,0.9214601784944534,0.026151216588914394,0.9868383944034577
24,0.11829330806061628,0.11829330806061628,WAIT,noop,-1,-1,-1,normal,none,0.24814689022418285,0.3637534534075541,0.3450890434220712,-0.24292422214034015,-999.0,0.15518570488005354,0.18509404573582172,0.0,24.88646364212036,0.10262683555483817,0.9722935855388641,0.10262683536857367,0.9217956980069478,0.025992687605321408,0.9869187464316685,0.10229752026498318,0.97233746945858,0.10229751951992512,0.9220703661441803,0.025791410263627766,0.9870207130908966
25,0.11901340615501008,0.11901340615501008,GROW,add_width,2,0,1,plateau_cleanup_planner,activated_block_4_in_layer_2,0.2354187586142033,0.2983628598284597,0.3353894731906021,-0.23715644625842106,-999.0,0.15493570029382717,0.18351454132554662,0.04549551382660866,25.096346616744995,0.1020954583461086,0.9724303334951401,0.10209545822193225,0.922182920575142,0.02572803261379401,0.9870528052250545,0.10151961892843246,0.9725111782550812,0.10151961855590344,0.9226667523384094,0.02542033400386572,0.9872085988521576
26,0.11908237582072619,0.11908237582072619,WAIT,noop,-1,-1,-1,normal,none,0.2354187586142033,0.2983628598284597,0.3353894731906021,-0.23715644625842106,-999.0,0.15493570029382717,0.18351454132554662,0.0,24.49118947982788,0.10152761172503233,0.972562796374162,0.10152761203547318,0.9226332987348239,0.0254858425197502,0.9871754482388496,0.10148592069745063,0.9725634634494782,0.10148591995239258,0.9226669549942017,0.02553311912342906,0.9871515482664108
27,0.11989401062205435,0.11989401062205435,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.2354187586142033,0.2983628598284597,0.3353894731906021,-0.23715644625842106,-999.0,0.15493570029382717,0.18351454132554662,0.0,24.351442575454712,0.10115860495716333,0.972653841972351,0.10115860508133968,0.9229334021608034,0.02528251640809079,0.9872784465551376,0.10059250444173813,0.9727464377880096,0.1005925040692091,0.9233019173145294,0.02510162414982915,0.9873700171709061
28,0.1204359777197242,0.1204359777197242,WAIT,noop,-1,-1,-1,normal,none,0.2354187586142033,0.2983628598284597,0.3353894731906021,-0.23715644625842106,-999.0,0.15493570029382717,0.18351454132554662,0.0,24.140549182891846,0.10045628529042006,0.9728457346558571,0.1004562849799792,0.9235340123375256,0.0250147659642001,0.9874140386780103,0.0999682169407606,0.9728727608919143,0.09996821582317353,0.9238325029611587,0.024935786612331867,0.9874538868665695
29,0.1211700846577684,0.1211700846577684,GROW,add_width,4,0,2,plateau_cleanup_planner,activated_block_4_in_layer_4,0.13719177835582258,0.2833853382669426,0.3055795900982447,-0.2959086920183618,0.2173813548568815,0.14928550676095234,0.26942639907669375,0.0600854754447937,24.754602193832397,0.09961278246094783,0.9730580295125644,0.09961278246094783,0.9241916507482528,0.024814647575840353,0.9875153472026189,0.099000483751297,0.9731755048036576,0.099000483751297,0.9246247172355652,0.02468531709164381,0.9875807404518128
30,0.1218535176801185,0.1218535176801185,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.13719177835582258,0.2833853382669426,0.3055795900982447,-0.2959086920183618,0.2173813548568815,0.14928550676095234,0.26942639907669375,0.0,24.837512969970703,0.09867667673776546,0.9732710043589274,0.09867667686194181,0.9249510770042737,0.024671995701889198,0.9875874727964401,0.09822596348822117,0.9732615232467652,0.09822596348822117,0.9252742409706116,0.02451507532969117,0.9876669019460678
31,0.12248803858086467,0.12248803858086467,WAIT,noop,-1,-1,-1,normal,none,0.13719177835582258,0.2833853382669426,0.3055795900982447,-0.2959086920183618,0.2173813548568815,0.14928550676095234,0.26942639907669375,0.0,25.716081380844116,0.09782063588500023,0.9734664633870125,0.09782063569873571,0.9256138011813164,0.024464446802934012,0.9876925557851791,0.0974698781967163,0.9734859228134155,0.0974698781967163,0.9258220165967941,0.024369870778173208,0.9877404242753982
32,0.12312248261645439,0.12312248261645439,GROW,add_depth,2,0,1,plateau_cleanup_planner,activated_layer_5_at_order_3_ref_4,0.22779787595012913,0.3026433611694691,0.23388021546532697,-0.22965346657356714,-999.0,0.154230697867185,0.18045220093337083,0.04712110012769699,25.38083052635193,0.09720313337941965,0.9736067697405815,0.09720313356568416,0.926091198126475,0.02428902140818536,0.9877813329299291,0.09682390093803406,0.9737462490797043,0.09682390056550502,0.9263598710298538,0.02407318176701665,0.9878906011581421
33,0.12326156585787736,0.12326156585787736,WAIT,noop,-1,-1,-1,normal,none,0.22779787595012913,0.3026433611694691,0.23388021546532697,-0.22965346657356714,-999.0,0.154230697867185,0.18045220093337083,0.0,30.525322437286377,0.09691065860291322,0.9736710126201312,0.09691065872708957,0.9263417765498161,0.024202408719186982,0.9878251820802688,0.09658656679093838,0.9736372411251069,0.09658656679093838,0.9266015231609345,0.02394002126529813,0.9879579842090607
34,0.12351791074747841,0.12351791074747841,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.22779787595012913,0.3026433611694691,0.23388021546532697,-0.22965346657356714,-999.0,0.154230697867185,0.18045220093337083,0.0,30.097310781478882,0.0963105612124006,0.9738009671370188,0.0963105612124006,0.9267891590793927,0.023897634943326314,0.9879794284701348,0.09630414694547654,0.9737497180700302,0.0963041476905346,0.9267566680908204,0.023917154315859078,0.9879695445299148
35,0.12418081328148643,0.12418081328148643,WAIT,noop,-1,-1,-1,normal,none,0.22779787595012913,0.3026433611694691,0.23388021546532697,-0.22965346657356714,-999.0,0.154230697867185,0.18045220093337083,0.0,29.923141956329346,0.09591822680085897,0.9738961696624756,0.09591822717338801,0.927088288962841,0.023709875391796233,0.9880744392673174,0.09565038532018662,0.9739668846130372,0.09565038569271564,0.9273270010948181,0.023484205920249225,0.9881886154413223
36,0.12473092751577497,0.12473092751577497,GROW,add_step,5,4,1,plateau_cleanup_planner,activated_step_1_in_L5B4,0.3159872958424862,0.21318606648296612,0.19559635559521918,-0.29627887236236716,-999.0,0.1476588786949617,0.18482173930143023,0.061579201370477676,30.90708827972412,0.09544281965742508,0.9740168198943138,0.09544281959533692,0.9274303674697876,0.023523548323040207,0.9881687099734943,0.09499237313866615,0.9741152644157409,0.09499237313866615,0.9277981519699097,0.02334844330325723,0.9882572770118714
37,0.125132239934057,0.125132239934057,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.3159872958424862,0.21318606648296612,0.19559635559521918,-0.29627887236236716,-999.0,0.1476588786949617,0.18482173930143023,0.0,30.502747297286987,0.0949507617081205,0.9741307318210601,0.09495076183229685,0.9278776705265045,0.023417818654949466,0.9882222096125285,0.09443893767893315,0.9742424249649048,0.09443893767893315,0.9282571047544479,0.023212792258709668,0.988325896859169
38,0.12569509054968755,0.12569509054968755,WAIT,noop,-1,-1,-1,normal,none,0.3159872958424862,0.21318606648296612,0.19559635559521918,-0.29627887236236716,-999.0,0.1476588786949617,0.18482173930143023,0.0,39.078638553619385,0.09421979635953903,0.9743009611964226,0.09421979648371538,0.9284701973199845,0.023245387803763153,0.9883094330628713,0.09367502108216286,0.9743885487318039,0.09367502182722091,0.9287927955389023,0.023164899088442326,0.9883500844240188
39,0.12591317987938724,0.12591317987938724,GROW,add_step,4,4,1,plateau_cleanup_planner,activated_step_1_in_L4B4,0.3235622642940058,0.21634955424215851,0.1806428374368029,-0.2963433198651183,-999.0,0.15831336867332818,0.19410300887297158,0.03366732969880104,47.88808560371399,0.0933756185695529,0.9744871531923612,0.09337561850746473,0.9290861035386722,0.023080033467461666,0.9883930881818136,0.09341362789273262,0.9744253933429718,0.09341362863779068,0.9290777027606965,0.02307204343378544,0.9883971363306046
40,0.1261678949408233,0.1261678949408233,WAIT,noop,-1,-1,-1,normal,none,0.3235622642940058,0.21634955424215851,0.1806428374368029,-0.2963433198651183,-999.0,0.15831336867332818,0.19410300887297158,0.0,30.582712173461914,0.0929195050150156,0.9745946745077769,0.09291950569798549,0.9294618835051854,0.02295814302439491,0.9884547412395477,0.09303922802209855,0.9743307888507843,0.09303922802209855,0.929322001338005,0.023095063026994468,0.9883854299783706
41,0.12725800986463826,0.12725800986463826,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.3235622642940058,0.21634955424215851,0.1806428374368029,-0.2963433198651183,-999.0,0.15831336867332818,0.19410300887297158,0.0,30.682143449783325,0.09223802772661051,0.9747344876329104,0.0922380281612277,0.9299667671322822,0.022825982173283896,0.9885215943058332,0.09172289185225964,0.974869680404663,0.09172289334237575,0.9304327994585038,0.022722444403916596,0.9885739266872406
42,0.12770291219279173,0.12770291219279173,WAIT,noop,-1,-1,-1,normal,none,0.3235622642940058,0.21634955424215851,0.1806428374368029,-0.2963433198651183,-999.0,0.15831336867332818,0.19410300887297158,0.0,30.516486167907715,0.09139565316339333,0.9749196499586106,0.091395653039217,0.9306374212106069,0.022747151755417385,0.9885614380240441,0.09105263948440552,0.9749301433563232,0.09105263948440552,0.9309560775756835,0.022765672858804466,0.9885520935058594
43,0.12854737932607532,0.12854737932607532,GROW,add_width,0,2,1,plateau_cleanup_planner,activated_block_4_in_layer_0,0.17816503284430918,0.1638392649383758,0.32345174882853767,-0.21410102990455926,-999.0,0.14035882733062138,0.1647902942908126,0.08327076584100723,30.841962099075317,0.09042778058598439,0.9751493901014328,0.09042778071016074,0.9314405784010887,0.02266772521349291,0.988601616024971,0.08995497301220894,0.9751780986785888,0.08995497263967991,0.9318209916353226,0.022640334349125622,0.9886153995990753
44,0.1282983730038007,0.12854737932607532,WAIT,noop,-1,-1,-1,normal,none,0.17816503284430918,0.1638392649383758,0.32345174882853767,-0.21410102990455926,-999.0,0.14035882733062138,0.1647902942908126,0.0,31.067413568496704,0.09432599246501923,0.9741036201516787,0.09432599246501923,0.9283803100387256,0.024871170334517956,0.9874865402777989,0.09019769281148911,0.9751459270715713,0.09019769355654716,0.9315799087285995,0.02282664254307747,0.9885212302207946
45,0.12918588713556528,0.12918588713556528,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.17816503284430918,0.1638392649383758,0.32345174882853767,-0.21410102990455926,-999.0,0.14035882733062138,0.1647902942908126,0.0,30.348766326904297,0.08961026798933744,0.9753051186601321,0.08961026823769012,0.9320452501376469,0.022677303726474442,0.9885967791080474,0.08918659724295139,0.9755002140998841,0.08918659761548042,0.9324020147323608,0.022482127510011198,0.9886954993009567
